Sat May 31 12:36:27 2025    mdetector_profile.prof

         50447367 function calls (50277928 primitive calls) in 55949.437 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/drugge/Unsupervised-Moving-Point-Detection/m_detector_python/scripts/run_mdetector_and_save.py:73(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/std.py:98(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/std.py:1301(<lambda>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)
        1    0.000    0.000    0.000    0.000 /home/drugge/Unsupervised-Moving-Point-Detection/m_detector_python/scripts/run_mdetector_and_save.py:128(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/scanner.py:698(check_document_end)
        4    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/pool.py:847(__iter__)
        1    0.000    0.000    0.000    0.000 /home/drugge/Unsupervised-Moving-Point-Detection/m_detector_python/scripts/run_mdetector_and_save.py:145(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/_distutils_hack/__init__.py:108(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/logging/__init__.py:771(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1031(get_filename)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:841(create_module)
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/std.py:1135(__enter__)


